ts_code,name,pct_change,leading,leading_pct,up_num,down_num,turnover_rate,total_mv,idx_type
BK1641.DC,红利股,-0.05,宁波华翔,4.29,40,57,0.25,1916980044.8,概念板块
BK0999.DC,茅指数,-0.05,立讯精密,6.67,14,27,1.2,1366686412.8,概念板块
BK0524.DC,参股期货,-0.05,中金岭南,10.03,18,26,1.4,280811126.4,概念板块
BK0611.DC,上证50_,-0.06,洛阳钼业,5.05,18,29,0.31,2769223424.0,概念板块
BK1368.DC,钢铁管材,-0.07,武进不锈,0.42,1,2,0.83,2857183.7,行业板块
BK1610.DC,股份制银行Ⅲ,-0.08,浦发银行,1.13,3,6,0.32,276634275.2,行业板块
BK1586.DC,软饮料,-0.08,养元饮品,1.43,4,3,1.37,20060556.1,行业板块
BK1522.DC,其他运输设备,-0.08,信隆健康,2.38,7,2,2.13,7019718.6,行业板块
BK1262.DC,乘用车,-0.08,海马汽车,1.24,4,4,0.65,149092236.8,行业板块
BK1253.DC,医疗美容,-0.08,*ST美谷,2.59,1,3,0.98,7458419.4,行业板块
BK1585.DC,乳品,-0.09,庄园牧场,2.51,11,8,1.35,25391002.7,行业板块
BK1282.DC,饮料乳品,-0.09,庄园牧场,2.51,15,11,1.35,45451558.4,行业板块
BK1539.DC,定制家居,-0.1,森鹰窗业,5.04,9,7,1.9,8482570.2,行业板块
BK1078.DC,肝炎概念,-0.1,翰宇药业,7.91,29,25,2.05,60254764.8,概念板块
BK0986.DC,CAR-T细胞疗法,-0.11,新开源,3.65,9,15,1.61,55787166.4,概念板块
BK0604.DC,参股保险,-0.11,红豆股份,4.64,33,39,0.52,630449638.4,概念板块
BK1666.DC,大盘价值,-0.12,铜陵有色,10.03,37,69,0.69,3180845414.4,概念板块
BK1345.DC,商业地产,-0.13,ST云城,2.67,6,5,0.89,20819777.3,行业板块
BK1502.DC,林业Ⅲ,-0.14,永安林业,2.54,2,2,4.59,2656617.5,行业板块
BK1255.DC,林业Ⅱ,-0.14,永安林业,2.54,2,2,4.59,2656617.5,行业板块
BK0899.DC,CRO,-0.14,联化科技,5.42,17,21,2.41,72383329.6,概念板块
BK1475.DC,国际工程,-0.15,中材国际,1.18,1,3,1.43,5871287.6,行业板块
BK0894.DC,阿兹海默,-0.16,吉华集团,2.06,9,11,1.71,24615083.9,概念板块
BK0437.DC,煤炭,-0.16,美锦能源,2.78,14,18,0.93,217138328.0,行业板块
BK0738.DC,多元金融,-0.17,华金资本,10.0,7,18,1.07,55723214.4,行业板块
BK1653.DC,味蕾经济,-0.19,莲花控股,10.02,42,45,1.49,359006120.0,概念板块
BK1594.DC,化学制剂,-0.19,易明医药,9.99,50,60,1.68,198836276.8,行业板块
BK1481.DC,港口,-0.19,天津港,0.69,7,10,0.43,51837883.2,行业板块
BK0892.DC,乳业,-0.19,庄园牧场,2.51,17,12,1.48,41272825.6,概念板块
BK1548.DC,综合电商,-0.2,ST通葡,0.7,1,1,0.48,3055672.3,行业板块
BK1045.DC,房地产服务,-0.2,南都物业,2.2,6,6,2.06,5439456.6,行业板块
BK1636.DC,红利破净股,-0.23,广日股份,2.7,14,28,0.22,1417692876.8,概念板块
BK0979.DC,低碳冶金,-0.23,酒钢宏兴,1.24,2,4,0.59,26054617.4,概念板块
BK1555.DC,专业连锁Ⅲ,-0.25,爱婴室,1.81,3,4,2.75,5527569.3,行业板块
BK1270.DC,专业连锁Ⅱ,-0.25,爱婴室,1.81,3,4,2.75,5527569.3,行业板块
BK1568.DC,人力资源服务,-0.31,外服控股,0.22,1,2,0.51,2332003.5,行业板块
BK1459.DC,清洁小家电,-0.32,开能健康,2.08,4,4,1.6,12117261.8,行业板块
BK1493.DC,动力煤,-0.34,新大洲A,2.63,6,9,0.67,192106769.6,行业板块
BK1343.DC,物业管理,-0.34,南都物业,2.2,4,4,1.98,2719703.6,行业板块
BK1259.DC,养殖业,-0.34,*ST天山,5.62,7,14,1.83,51349888.0,行业板块
BK0450.DC,航运港口,-0.34,招商轮船,1.57,11,22,0.98,123372787.2,行业板块
BK1519.DC,电动乘用车,-0.35,北汽蓝谷,0.3,2,1,1.19,103952817.6,行业板块
BK1356.DC,其他饰品,-0.36,ST新华锦,-0.31,0,2,1.26,554481.5,行业板块
BK1283.DC,银行,-0.37,浦发银行,1.13,8,31,0.22,1480484684.8,行业板块
BK0676.DC,独家药品,-0.37,三力制药,10.01,13,28,1.09,66531230.4,概念板块
BK0475.DC,银行Ⅱ,-0.37,浦发银行,1.13,8,31,0.22,1480484684.8,行业板块
BK1348.DC,辅料,-0.39,浔兴股份,1.01,1,3,0.95,1917518.7,行业板块
BK0927.DC,免税概念,-0.39,欧亚集团,2.54,5,12,0.64,65597320.0,概念板块
BK0548.DC,生物疫苗,-0.39,金雷股份,5.99,23,42,1.4,92887464.0,概念板块
BK1106.DC,创新药,-0.4,华丽家族,10.17,59,107,1.6,345314403.2,概念板块
BK0438.DC,食品饮料,-0.4,交大昂立,9.94,52,73,1.67,397267452.8,行业板块
BK1337.DC,品牌消费电子,-0.41,奥尼电子,4.0,7,4,1.98,31531979.2,行业板块
BK1353.DC,家纺,-0.42,真爱美家,1.19,2,5,1.34,3578726.0,行业板块
BK1598.DC,疫苗,-0.43,欧林生物,3.47,5,9,1.37,22753614.4,行业板块
BK1561.DC,旅游综合,-0.43,*ST西旅,2.0,2,6,1.94,3909507.9,行业板块
BK1612.DC,农商行Ⅲ,-0.44,渝农商行,0.15,1,9,0.53,26178967.2,行业板块
BK1496.DC,洗护用品,-0.45,倍加洁,1.47,2,2,1.48,2036867.1,行业板块
BK1482.DC,航运,-0.47,招商轮船,1.57,4,12,1.95,71534904.0,行业板块
BK1569.DC,炼油化工,-0.48,统一股份,2.18,3,7,0.23,305216912.0,行业板块
BK1363.DC,信托,-0.48,国网英大,0.18,1,2,0.93,7828392.0,行业板块
BK1506.DC,农业综合Ⅲ,-0.49,辉隆股份,0.56,1,2,1.5,1076704.5,行业板块
BK1257.DC,农业综合Ⅱ,-0.49,辉隆股份,0.56,1,2,1.5,1076704.5,行业板块
BK1574.DC,油气开采Ⅲ,-0.5,*ST新潮,1.94,3,2,0.8,178172110.4,行业板块
BK1511.DC,肉鸡养殖,-0.5,晓鸣股份,0.85,3,5,1.28,6809393.5,行业板块
BK1501.DC,动物保健Ⅲ,-0.5,贤丰控股,1.99,4,8,1.26,6501875.1,行业板块
BK1276.DC,油气开采Ⅱ,-0.5,*ST新潮,1.94,3,2,0.8,178172110.4,行业板块
BK1254.DC,动物保健Ⅱ,-0.5,贤丰控股,1.99,4,8,1.26,6501875.1,行业板块
BK1559.DC,餐饮,-0.52,*ST云网,1.4,1,3,1.33,1209531.4,行业板块
BK1146.DC,减肥药,-0.52,翰宇药业,7.91,11,23,2.02,83933216.0,概念板块
BK1600.DC,医疗研发外包,-0.53,成都先导,5.3,13,15,2.87,66893915.2,行业板块
BK0485.DC,旅游酒店,-0.54,金马游乐,6.14,8,29,1.53,32018184.0,概念板块
BK1416.DC,粘胶,-0.56,吉林化纤,2.78,2,1,2.64,2575549.0,行业板块
BK1359.DC,金融控股,-0.57,浙江东方,3.85,1,8,0.92,26098806.0,行业板块
BK1606.DC,线下药店,-0.58,第一医药,0.54,2,6,1.25,7901122.8,行业板块
BK1465.DC,防水材料,-0.58,东方雨虹,-0.07,0,3,3.19,4976338.9,行业板块
BK1534.DC,印刷,-0.59,东港股份,0.94,2,3,4.76,2378864.3,行业板块
BK1480.DC,机场,-0.63,厦门空港,-0.2,0,5,0.65,14054977.8,行业板块
BK1358.DC,保险Ⅲ,-0.63,中国平安,-0.15,0,5,0.25,273384017.6,行业板块
BK0887.DC,鸡肉概念,-0.63,春雪食品,2.05,7,12,1.1,33861569.6,概念板块
BK0474.DC,保险Ⅱ,-0.63,中国平安,-0.15,0,5,0.25,273384017.6,行业板块
BK1272.DC,旅游及景区,-0.64,*ST西旅,2.0,5,20,1.58,13448798.1,行业板块
BK1250.DC,煤炭开采,-0.65,新大洲A,2.63,7,18,0.86,211550366.4,行业板块
BK1580.DC,肉制品,-0.66,金字火腿,1.17,2,4,1.77,11809484.6,行业板块
BK1275.DC,油服工程,-0.67,潜能恒信,2.96,9,5,1.36,25482988.8,行业板块
BK1609.DC,城商行Ⅲ,-0.69,兰州银行,0.0,0,15,0.51,124649344.0,行业板块
BK1489.DC,快递,-0.69,圆通速递,-0.21,0,4,0.67,28501598.4,行业板块
BK1563.DC,自然景区,-0.7,祥源文旅,1.56,3,9,1.85,6040920.2,行业板块
BK1512.DC,生猪养殖,-0.71,天邦食品,2.21,2,8,1.95,43612486.4,行业板块
BK1450.DC,空调,-0.74,格力电器,-0.31,0,3,0.56,86135235.2,行业板块
BK1365.DC,租赁,-0.74,渤海租赁,0.0,0,2,0.99,7425766.0,行业板块
BK1244.DC,小家电,-0.74,ST德豪,3.83,10,13,1.41,23203186.0,行业板块
BK0896.DC,白酒,-0.75,广东明珠,7.9,17,29,1.84,278743438.4,概念板块
BK1044.DC,生物制品,-0.76,四环生物,10.13,17,40,1.67,90730568.0,行业板块
BK1452.DC,卫浴电器,-0.77,万和电气,0.51,1,2,1.07,1646568.0,行业板块
BK1279.DC,非白酒,-0.78,*ST兰黄,4.82,5,12,1.61,23388790.5,行业板块
BK1342.DC,房地产综合服务,-0.79,珠江股份,-0.79,0,1,2.39,415883.9,行业板块
BK1291.DC,电视广播Ⅲ,-0.79,流金科技,1.53,4,9,2.56,14531665.5,行业板块
BK1219.DC,电视广播Ⅱ,-0.79,流金科技,1.53,4,9,2.56,14531665.5,行业板块
BK1063.DC,重组蛋白,-0.79,成都先导,5.3,3,15,1.94,23173449.0,概念板块
BK1458.DC,个护小家电,-0.8,飞科电器,2.81,2,2,2.67,2378796.9,行业板块
BK1515.DC,粮食种植,-0.81,苏垦农发,-0.58,0,2,1.03,3872753.0,行业板块
BK1562.DC,人工景区,-0.82,曲江文旅,-0.23,0,5,0.93,3498369.8,行业板块
BK1596.DC,其他生物制品,-0.84,四环生物,10.13,11,26,2.57,58988464.0,行业板块
BK1298.DC,文字媒体,-0.84,中文在线,0.31,1,1,4.13,3001559.3,行业板块
BK1671.DC,超跌股,-0.87,退市观典,7.5,11,17,3.09,13456038.6,概念板块
BK1240.DC,厨卫电器,-0.88,亿田智能,1.34,4,5,1.09,5524272.8,行业板块
BK1271.DC,酒店餐饮,-0.91,*ST云网,1.4,2,8,1.41,6013829.5,行业板块
BK1451.DC,厨房电器,-0.94,亿田智能,1.34,3,3,1.1,3877704.7,行业板块
BK1500.DC,医美耗材,-0.96,爱美客,-0.39,0,3,0.75,6822072.0,行业板块
BK1203.DC,非银金融,-0.96,华金资本,10.0,10,68,1.04,668335052.8,行业板块
BK1457.DC,厨房小家电,-1.03,ST德豪,3.83,4,7,1.14,8707127.2,行业板块
BK0870.DC,单抗概念,-1.03,华神科技,2.38,9,39,1.35,159088075.2,概念板块
BK1597.DC,血液制品,-1.06,博晖创新,1.38,1,5,0.74,8988490.4,行业板块
BK1549.DC,旅游零售Ⅲ,-1.11,中国中免,-0.79,0,2,1.22,12807471.1,行业板块
BK1269.DC,旅游零售Ⅱ,-1.11,中国中免,-0.79,0,2,1.22,12807471.1,行业板块
BK1494.DC,焦煤,-1.14,山西焦煤,0.16,1,9,1.35,19443596.9,行业板块
BK1560.DC,酒店,-1.16,锦江Ｂ股,0.14,1,5,1.45,4804298.1,行业板块
BK0420.DC,航空机场,-1.21,厦门空港,-0.2,0,14,0.84,59994452.8,行业板块
BK1296.DC,视频媒体,-1.25,芒果超媒,-1.25,0,1,1.54,3402841.1,行业板块
BK1107.DC,科创板做市商,-1.37,兴业证券,0.0,0,13,0.83,176350428.8,概念板块
BK1573.DC,油田服务,-1.41,海油发展,2.46,4,4,1.11,17773316.7,行业板块
BK1366.DC,证券Ⅲ,-1.41,华安证券,2.81,3,45,1.26,339227828.8,行业板块
BK0473.DC,证券Ⅱ,-1.41,华安证券,2.81,3,45,1.26,339227828.8,行业板块
BK1578.DC,其他酒类,-1.43,*ST椰岛,2.73,3,7,2.35,6326912.0,行业板块
BK0711.DC,券商概念,-1.46,华安证券,2.81,4,50,1.24,372982489.6,概念板块
BK1361.DC,期货,-1.48,瑞达期货,0.04,1,3,1.37,5625387.8,行业板块
BK1479.DC,航空运输,-1.54,吉祥航空,-0.44,0,9,0.87,45939475.2,行业板块
BK0477.DC,酿酒概念,-1.96,*ST兰黄,4.82,6,32,1.33,274396320.0,概念板块
BK1587.DC,电信运营商,-1.97,中国移动,-0.8,0,3,0.66,278201944.0,行业板块
BK1645.DC,昨日打二板以上表现,-2.19,合百集团,9.99,2,3,28.94,2934003.5,概念板块
BK1347.DC,纺织鞋类制造,-2.84,华利集团,-2.84,0,1,0.26,4111341.0,行业板块
BK1575.DC,白酒Ⅲ,-3.09,泸州老窖,-1.53,0,20,1.13,250877222.4,行业板块
BK1277.DC,白酒Ⅱ,-3.09,泸州老窖,-1.53,0,20,1.13,250877222.4,行业板块
