ts_code,name,trade_date,close,pct_change,category,turnover_rate,amount
BK1574.DC,油气开采Ⅲ,20260522,3894.4,-0.5,行业板块,0.8,1771604898.0
BK1146.DC,减肥药,20260522,1209.94,-0.52,概念板块,2.02,14068633157.0
BK1559.DC,餐饮,20260522,1463.21,-0.52,行业板块,1.33,150226835.0
BK1600.DC,医疗研发外包,20260522,6782.52,-0.53,行业板块,2.87,13401745499.0
BK0485.DC,旅游酒店,20260522,14656.44,-0.54,概念板块,1.53,4631323987.0
BK1416.DC,粘胶,20260522,1685.73,-0.56,行业板块,2.64,729919145.0
BK1359.DC,金融控股,20260522,2138.15,-0.57,行业板块,0.92,2325323363.0
BK1465.DC,防水材料,20260522,9355.85,-0.58,行业板块,3.19,1489228251.0
BK1606.DC,线下药店,20260522,3489.65,-0.58,行业板块,1.25,874924982.0
BK1534.DC,印刷,20260522,4610.62,-0.59,行业板块,4.76,984975465.0
BK0474.DC,保险Ⅱ,20260522,1266.65,-0.63,行业板块,0.25,6917395671.0
BK0887.DC,鸡肉概念,20260522,742.32,-0.63,概念板块,1.1,3252152958.0
BK1358.DC,保险Ⅲ,20260522,1266.65,-0.63,行业板块,0.25,6917395671.0
BK1480.DC,机场,20260522,1841.22,-0.63,行业板块,0.65,658057911.0
BK1272.DC,旅游及景区,20260522,3020.04,-0.64,行业板块,1.58,2134015523.0
BK1250.DC,煤炭开采,20260522,1743.38,-0.65,行业板块,0.86,8482284173.0
BK1580.DC,肉制品,20260522,2502.76,-0.66,行业板块,1.77,1079791153.0
BK1275.DC,油服工程,20260522,2028.25,-0.67,行业板块,1.36,3927954322.0
BK1489.DC,快递,20260522,5488.71,-0.69,行业板块,0.67,1526917381.0
BK1609.DC,城商行Ⅲ,20260522,1542.43,-0.69,行业板块,0.51,5531469384.0
BK1563.DC,自然景区,20260522,2975.19,-0.7,行业板块,1.85,1159764057.0
BK1512.DC,生猪养殖,20260522,3875.74,-0.71,行业板块,1.95,4821698485.0
BK1244.DC,小家电,20260522,2526.09,-0.74,行业板块,1.41,3833210884.0
BK1365.DC,租赁,20260522,2975.4,-0.74,行业板块,0.99,679629900.0
BK1450.DC,空调,20260522,13706.75,-0.74,行业板块,0.56,4121389683.0
BK0896.DC,白酒,20260522,1984.32,-0.75,概念板块,1.84,21712697896.0
BK1044.DC,生物制品,20260522,996.07,-0.76,行业板块,1.67,11160342367.0
BK1452.DC,卫浴电器,20260522,1439.67,-0.77,行业板块,1.07,164639345.0
BK1279.DC,非白酒,20260522,2185.66,-0.78,行业板块,1.61,2734130193.0
BK1063.DC,重组蛋白,20260522,952.98,-0.79,概念板块,1.94,3308893110.0
BK1219.DC,电视广播Ⅱ,20260522,1377.5,-0.79,行业板块,2.56,3072371912.0
BK1291.DC,电视广播Ⅲ,20260522,1377.5,-0.79,行业板块,2.56,3072371912.0
BK1342.DC,房地产综合服务,20260522,1436.81,-0.79,行业板块,2.39,76916835.0
BK1458.DC,个护小家电,20260522,979.61,-0.8,行业板块,2.67,532298397.0
BK1515.DC,粮食种植,20260522,985.33,-0.81,行业板块,1.03,421883389.0
BK1562.DC,人工景区,20260522,2780.46,-0.82,行业板块,0.93,375235670.0
BK1298.DC,文字媒体,20260522,2848.62,-0.84,行业板块,4.13,1166307686.0
BK1596.DC,其他生物制品,20260522,7706.66,-0.84,行业板块,2.57,7915784663.0
BK1671.DC,超跌股,20260522,693.21,-0.87,概念板块,3.09,4198161217.0
BK1240.DC,厨卫电器,20260522,6225.51,-0.88,行业板块,1.09,627503783.0
BK1271.DC,酒店餐饮,20260522,2252.6,-0.91,行业板块,1.41,799966869.0
BK1451.DC,厨房电器,20260522,9317.88,-0.94,行业板块,1.1,462864437.0
BK1203.DC,非银金融,20260522,2439.31,-0.96,行业板块,1.04,50558046876.0
BK1500.DC,医美耗材,20260522,1557.91,-0.96,行业板块,0.75,437903448.0
BK0870.DC,单抗概念,20260522,1636.01,-1.03,概念板块,1.35,15203732796.0
BK1457.DC,厨房小家电,20260522,2411.88,-1.03,行业板块,1.14,809147821.0
BK1597.DC,血液制品,20260522,4559.96,-1.06,行业板块,0.74,775339689.0
BK1269.DC,旅游零售Ⅱ,20260522,6688.54,-1.11,行业板块,1.22,1570856596.0
BK1549.DC,旅游零售Ⅲ,20260522,6688.54,-1.11,行业板块,1.22,1570856596.0
BK1494.DC,焦煤,20260522,1135.29,-1.14,行业板块,1.35,2144622241.0
BK1560.DC,酒店,20260522,2362.71,-1.16,行业板块,1.45,649740034.0
BK0420.DC,航空机场,20260522,4388.6,-1.21,行业板块,0.84,4192667425.0
BK1296.DC,视频媒体,20260522,863.98,-1.25,行业板块,1.54,285440621.0
BK1107.DC,科创板做市商,20260522,1344.66,-1.37,概念板块,0.83,13882962804.0
BK0473.DC,证券Ⅱ,20260522,135543.88,-1.41,行业板块,1.26,37142187131.0
BK1366.DC,证券Ⅲ,20260522,135543.88,-1.41,行业板块,1.26,37142187131.0
BK1573.DC,油田服务,20260522,1789.69,-1.41,行业板块,1.11,1980058488.0
BK1578.DC,其他酒类,20260522,1626.25,-1.43,行业板块,2.35,1673405722.0
BK0711.DC,券商概念,20260522,1059.74,-1.46,概念板块,1.24,46868674634.0
BK1361.DC,期货,20260522,574.81,-1.48,行业板块,1.37,743648249.0
BK1479.DC,航空运输,20260522,1450.39,-1.54,行业板块,0.87,3534609514.0
BK0477.DC,酿酒概念,20260522,41400.83,-1.96,概念板块,1.33,16283428109.0
BK1587.DC,电信运营商,20260522,1000.16,-1.97,行业板块,0.66,4620550457.0
BK1645.DC,昨日打二板以上表现,20260522,3089.14,-2.19,概念板块,28.94,6281100964.0
BK1347.DC,纺织鞋类制造,20260522,414.43,-2.84,行业板块,0.26,105998793.0
BK1277.DC,白酒Ⅱ,20260522,4378.1,-3.09,行业板块,1.13,13530034307.0
BK1575.DC,白酒Ⅲ,20260522,4378.1,-3.09,行业板块,1.13,13530034307.0
