ts_code,name,trade_date,close,pct_change,category,turnover_rate,amount
BK0890.DC,MLCC,20260522,4913.81,11.22,概念板块,8.45,48406935009.0
BK1462.DC,玻纤制造,20260522,16390.66,8.41,行业板块,7.0,20845460102.0
BK1340.DC,印制电路板,20260522,12112.47,8.21,行业板块,7.06,135587633631.0
BK0459.DC,元件,20260522,57949.18,8.04,行业板块,6.96,164164607066.0
BK0976.DC,被动元件概念,20260522,2587.16,7.94,概念板块,7.45,62265624350.0
BK1339.DC,被动元件,20260522,13317.58,7.64,行业板块,6.67,28576973434.0
BK0816.DC,昨日连板,20260522,11473.02,7.24,概念板块,11.97,3802301568.0
BK1023.DC,培育钻石,20260522,2747.23,7.15,概念板块,3.29,13887610772.0
BK1397.DC,磨具磨料,20260522,8923.19,7.12,行业板块,6.85,9424735810.0
BK0877.DC,PCB,20260522,4412.9,7.01,概念板块,5.93,261461503366.0
BK1051.DC,昨日连板_含一字,20260522,13461.92,6.49,概念板块,12.92,5170006161.0
BK1113.DC,复合集流体,20260522,2084.19,5.93,概念板块,5.15,31191892818.0
BK1439.DC,膜材料,20260522,4267.12,5.81,行业板块,6.75,14327004585.0
BK1615.DC,铜,20260522,3953.93,5.66,行业板块,2.28,28133431040.0
BK1618.DC,磁性材料,20260522,6231.31,5.61,行业板块,2.81,7972385514.0
BK1625.DC,钨,20260522,8489.62,5.58,行业板块,5.11,10824830248.0
BK1675.DC,历史新高,20260522,1352.14,5.54,概念板块,2.61,53370699077.0
BK0546.DC,玻璃玻纤,20260522,70710.84,5.47,行业板块,5.74,23383976340.0
BK0855.DC,纳米银,20260522,4391.34,5.36,概念板块,8.34,14166480799.0
BK1424.DC,氟化工,20260522,14675.77,5.34,行业板块,6.37,19812967837.0
BK0901.DC,3D摄像头,20260522,2040.47,5.28,概念板块,5.63,34712147077.0
BK1288.DC,金属新材料,20260522,6757.71,5.15,行业板块,3.27,16641806312.0
BK1334.DC,光学元件,20260522,18804.45,5.14,行业板块,7.67,32402290187.0
BK1168.DC,铜缆高速连接,20260522,3067.11,5.08,概念板块,4.63,58662932140.0
BK1409.DC,激光设备,20260522,21497.07,4.85,行业板块,6.8,29910771366.0
BK1128.DC,CPO概念,20260522,9664.25,4.84,概念板块,4.84,277821641423.0
BK1136.DC,光通信模块,20260522,4266.9,4.82,概念板块,5.83,285261775362.0
BK1619.DC,其他金属新材料,20260522,4457.01,4.82,行业板块,3.66,8669420797.0
BK1039.DC,电子化学品Ⅱ,20260522,3590.35,4.75,行业板块,8.92,50612374403.0
BK1332.DC,电子化学品Ⅲ,20260522,3590.35,4.75,行业板块,8.92,50612374403.0
BK0703.DC,超级电容,20260522,6010.25,4.72,概念板块,3.63,42192791699.0
BK0674.DC,蓝宝石,20260522,4826.6,4.71,概念板块,6.38,57835817155.0
BK1161.DC,英伟达概念,20260522,2468.94,4.68,概念板块,3.94,133457197456.0
BK0666.DC,苹果概念,20260522,6208.63,4.51,概念板块,6.83,243245263628.0
BK1141.DC,混合现实,20260522,2189.29,4.46,概念板块,11.19,93114041840.0
BK1175.DC,玻璃基板,20260522,2928.46,4.46,概念板块,13.28,121046942324.0
BK1415.DC,其他化学纤维,20260522,3890.68,4.4,行业板块,4.08,3211475399.0
BK1164.DC,AIPC,20260522,2933.7,4.38,概念板块,4.75,106393861817.0
BK1287.DC,工业金属,20260522,3624.12,4.34,行业板块,2.52,54797554307.0
BK1101.DC,先进封装,20260522,3496.75,4.3,概念板块,9.52,108208495026.0
BK1622.DC,镍,20260522,7038.02,4.29,行业板块,3.33,3634732343.0
BK1177.DC,荣耀概念,20260522,2476.38,4.25,概念板块,11.25,88088462193.0
BK1304.DC,锂电专用设备,20260522,29766.09,4.25,行业板块,4.37,8483456112.0
BK1162.DC,AI手机,20260522,2215.09,4.05,概念板块,5.01,55199395760.0
BK0478.DC,有色金属,20260522,30612.51,4.0,行业板块,2.7,141209018377.0
BK0960.DC,无线充电,20260522,3936.94,3.97,概念板块,4.46,65068622311.0
BK1305.DC,燃料电池,20260522,366.87,3.95,行业板块,2.79,137105330.0
BK1614.DC,铅锌,20260522,2869.07,3.94,行业板块,4.07,9488386019.0
BK1059.DC,百元股,20260522,1097.86,3.86,概念板块,4.67,806622860150.0
BK0840.DC,OLED,20260522,4605.72,3.83,概念板块,8.94,278410306055.0
BK1020.DC,非金属材料Ⅱ,20260522,2193.08,3.83,行业板块,4.16,7366216814.0
BK1180.DC,华为海思,20260522,2289.89,3.83,概念板块,6.74,77990284644.0
BK1411.DC,非金属材料Ⅲ,20260522,2193.08,3.83,行业板块,4.16,7366216814.0
BK0454.DC,塑料,20260522,23711.97,3.81,行业板块,4.73,30970860540.0
BK1148.DC,BC电池,20260522,1528.06,3.81,概念板块,2.73,25442480337.0
BK1437.DC,改性塑料,20260522,7616.38,3.79,行业板块,4.11,5738527869.0
BK1650.DC,通信技术,20260522,1185.83,3.77,概念板块,3.96,669671737864.0
BK1613.DC,铝,20260522,3020.91,3.76,行业板块,2.34,17175737247.0
BK1620.DC,钴,20260522,1391.59,3.76,行业板块,3.2,933882569.0
BK1201.DC,电子,20260522,14291.11,3.75,行业板块,7.1,898208838275.0
BK1660.DC,光纤概念,20260522,1312.78,3.74,概念板块,7.14,205677851946.0
BK0947.DC,屏下摄像,20260522,993.16,3.69,概念板块,12.56,46187868252.0
BK0977.DC,碳化硅,20260522,2374.85,3.68,概念板块,5.02,69777685277.0
BK0523.DC,新材料,20260522,43607.58,3.66,概念板块,3.93,327416630785.0
BK0714.DC,5G概念,20260522,2323.98,3.64,概念板块,3.79,581049014685.0
BK1328.DC,集成电路封测,20260522,9026.64,3.64,行业板块,11.9,51775009645.0
BK1430.DC,涂料油墨,20260522,4092.64,3.64,行业板块,4.91,3038817522.0
BK1327.DC,分立器件,20260522,16993.65,3.63,行业板块,7.16,31673428360.0
BK0952.DC,第三代半导体,20260522,2732.94,3.62,概念板块,6.69,178729645673.0
BK1676.DC,百日新高,20260522,1246.09,3.62,概念板块,6.64,99948127753.0
BK1592.DC,通信线缆及配套,20260522,29137.45,3.61,行业板块,6.53,33760314473.0
BK1223.DC,其他电子Ⅱ,20260522,17153.89,3.59,行业板块,6.45,28240762626.0
BK1308.DC,电工仪器仪表,20260522,2972.71,3.59,行业板块,3.33,4092346558.0
BK1336.DC,其他电子Ⅲ,20260522,17153.89,3.59,行业板块,6.45,28240762626.0
BK0641.DC,智能穿戴,20260522,4610.5,3.58,概念板块,7.87,244011683731.0
BK0964.DC,6G概念,20260522,2587.18,3.58,概念板块,4.6,62745671771.0
BK1442.DC,炭黑,20260522,2067.24,3.58,行业板块,6.79,1387414764.0
BK1338.DC,消费电子零部件及组装,20260522,15436.32,3.54,行业板块,3.7,112126921064.0
BK1410.DC,其他自动化设备,20260522,8230.18,3.53,行业板块,4.59,16169751412.0
BK0679.DC,超导概念,20260522,7818.39,3.52,概念板块,2.39,28841086608.0
BK1591.DC,通信网络设备及器件,20260522,16141.16,3.52,行业板块,4.32,127272796038.0
BK1329.DC,集成电路制造,20260522,4064.64,3.44,行业板块,4.03,38280460132.0
BK0695.DC,小金属概念,20260522,4676.82,3.42,概念板块,2.33,127670879733.0
BK1624.DC,其他小金属,20260522,5759.02,3.4,行业板块,5.06,20248215622.0
BK0917.DC,半导体概念,20260522,3101.17,3.39,概念板块,5.29,780862299006.0
BK1160.DC,柔性屏(折叠屏),20260522,2447.29,3.39,概念板块,10.43,142432057174.0
BK0833.DC,小米概念,20260522,2761.93,3.38,概念板块,6.67,279080062770.0
BK0902.DC,MiniLED,20260522,2928.9,3.38,概念板块,10.14,122974622441.0
BK1027.DC,小金属,20260522,4136.95,3.38,行业板块,3.77,39726478120.0
BK0998.DC,机器视觉,20260522,2303.0,3.37,概念板块,4.04,45968186835.0
BK1317.DC,光伏加工设备,20260522,9487.11,3.36,行业板块,4.64,13790483841.0
BK1646.DC,消费电子概念,20260522,1174.22,3.35,概念板块,7.19,299612552514.0
BK1127.DC,AI芯片,20260522,2168.36,3.34,概念板块,6.68,94629615467.0
BK1138.DC,液冷概念,20260522,2402.09,3.33,概念板块,4.48,231092612753.0
BK1178.DC,AI眼镜,20260522,2664.36,3.33,概念板块,5.74,194999007712.0
BK1674.DC,近期新高,20260522,1230.61,3.32,概念板块,10.04,147040027584.0
BK1048.DC,IGBT概念,20260522,1141.17,3.27,概念板块,3.38,67323585999.0
BK0458.DC,仪器仪表,20260522,23146.41,3.25,行业板块,3.98,23854016813.0
BK0915.DC,WiFi,20260522,1801.86,3.23,概念板块,2.42,39681707622.0
BK1330.DC,模拟芯片设计,20260522,7443.47,3.22,行业板块,4.08,24106176467.0
BK1144.DC,高压快充,20260522,1750.01,3.19,概念板块,4.17,47911164679.0
BK1630.DC,昨日首板,20260522,2559.3,3.19,概念板块,14.31,55587249689.0
BK1623.DC,钼,20260522,1459.89,3.18,行业板块,1.83,1384969049.0
BK1331.DC,数字芯片设计,20260522,29711.82,3.16,行业板块,4.42,170025501355.0
BK1012.DC,PVDF概念,20260522,1437.66,3.15,概念板块,4.16,24560200024.0
BK1152.DC,高带宽内存,20260522,2533.26,3.15,概念板块,8.38,93880199560.0
BK1440.DC,其他塑料制品,20260522,5348.82,3.15,行业板块,2.6,3880771117.0
BK0578.DC,稀土永磁,20260522,3738.64,3.14,概念板块,2.38,37134108090.0
BK1379.DC,热力服务,20260522,3470.63,3.13,行业板块,4.0,7118988138.0
BK1484.DC,公交,20260522,1728.77,3.13,行业板块,2.51,950519130.0
BK0619.DC,3D打印,20260522,9441.85,3.12,概念板块,4.59,75743169518.0
BK0884.DC,光刻机(胶),20260522,5246.69,3.11,概念板块,6.82,119479909931.0
BK1303.DC,锂电池,20260522,21566.28,3.11,行业板块,3.82,42467897171.0
BK1057.DC,电子纸概念,20260522,1181.85,3.1,概念板块,12.13,44303767373.0
BK1037.DC,消费电子,20260522,2375.82,3.09,行业板块,3.62,115584656093.0
BK1030.DC,电机Ⅱ,20260522,3024.77,3.08,行业板块,5.52,14154719497.0
BK1307.DC,电机Ⅲ,20260522,3024.77,3.08,行业板块,5.52,14154719497.0
BK1428.DC,其他化学制品,20260522,4820.2,3.07,行业板块,3.54,16591585680.0
BK0968.DC,固态电池,20260522,2950.47,3.04,概念板块,3.16,208982939926.0
BK1538.DC,瓷砖地板,20260522,1577.13,3.04,行业板块,3.23,2256448105.0
BK1018.DC,橡胶,20260522,1692.97,3.0,行业板块,3.7,4948140666.0
BK1137.DC,存储芯片,20260522,3147.32,3.0,概念板块,6.44,355284182286.0
BK1422.DC,无机盐,20260522,3201.41,3.0,行业板块,3.28,5998066496.0
BK0961.DC,有机硅概念,20260522,2040.91,2.99,概念板块,3.99,20348833192.0
BK1036.DC,半导体,20260522,2950.16,2.99,行业板块,6.06,424700225536.0
BK1088.DC,F5G概念,20260522,5527.43,2.99,概念板块,2.21,88398641842.0
BK1616.DC,白银,20260522,5325.76,2.99,行业板块,3.76,3900510526.0
BK0690.DC,氟化工概念,20260522,6344.78,2.96,概念板块,3.47,56778885227.0
BK0580.DC,LED概念,20260522,5409.69,2.94,概念板块,9.04,142410496967.0
BK0951.DC,刀片电池,20260522,3774.08,2.92,概念板块,3.09,12686000574.0
BK1124.DC,毫米波概念,20260522,2579.55,2.92,概念板块,4.39,70420082095.0
BK0969.DC,汽车芯片,20260522,1797.63,2.91,概念板块,4.43,142370791703.0
BK1245.DC,照明设备Ⅱ,20260522,2974.59,2.9,行业板块,2.25,2414015193.0
BK1460.DC,照明设备Ⅲ,20260522,2974.59,2.9,行业板块,2.25,2414015193.0
BK0685.DC,举牌,20260522,3064.95,2.89,概念板块,0.71,1151993847.0
BK0963.DC,商业航天,20260522,2869.95,2.88,概念板块,3.26,253186737688.0
BK1050.DC,昨日涨停_含一字,20260522,54974.27,2.88,概念板块,13.52,70146734831.0
BK1680.DC,2026一季报预增,20260522,1052.41,2.88,概念板块,3.18,170344109328.0
BK0948.DC,MicroLED,20260522,1620.9,2.87,概念板块,11.29,75012766346.0
BK1372.DC,冶钢辅料,20260522,6160.46,2.87,行业板块,1.81,1220980625.0
BK1461.DC,玻璃制造,20260522,2103.66,2.86,行业板块,4.61,2538516237.0
BK0448.DC,通信设备,20260522,26475.07,2.85,行业板块,4.49,181428905332.0
BK0916.DC,氮化镓,20260522,2167.55,2.83,概念板块,6.52,76346644776.0
BK1431.DC,有机硅,20260522,3619.68,2.83,行业板块,3.46,2857970246.0
BK0805.DC,钛白粉概念,20260522,1513.68,2.82,概念板块,2.22,5505841662.0
BK0891.DC,国产芯片,20260522,5385.09,2.81,概念板块,6.07,685636378565.0
BK1441.DC,其他橡胶制品,20260522,5037.63,2.81,行业板块,2.25,2181822947.0
BK0574.DC,锂电池概念,20260522,4928.71,2.8,概念板块,3.06,337898332501.0
BK0801.DC,增强现实,20260522,1637.89,2.8,概念板块,4.07,44307213007.0
BK1531.DC,商用载客车,20260522,3821.73,2.8,行业板块,1.81,934957935.0
BK1228.DC,冶钢原料,20260522,4015.99,2.79,行业板块,2.25,4027779132.0
BK0865.DC,电子烟,20260522,2987.44,2.78,概念板块,4.01,73438928641.0
BK0682.DC,燃料电池概念,20260522,4837.88,2.77,概念板块,2.42,106851440057.0
BK1325.DC,半导体材料,20260522,12599.94,2.76,行业板块,7.39,39891366105.0
BK0519.DC,稀缺资源,20260522,37511.79,2.75,概念板块,2.01,82153395877.0
BK1405.DC,其他专用设备,20260522,6366.12,2.75,行业板块,4.68,39775258726.0
BK1125.DC,电子后视镜,20260522,1951.84,2.74,概念板块,4.87,17210040866.0
BK1648.DC,电池技术,20260522,1056.45,2.73,概念板块,2.86,458731088597.0
BK0893.DC,无线耳机,20260522,2829.53,2.72,概念板块,4.5,142220836671.0
BK1371.DC,铁矿石,20260522,1989.13,2.72,行业板块,4.0,2806798506.0
BK0905.DC,传感器,20260522,2553.66,2.71,概念板块,4.84,128958486376.0
BK1033.DC,电池,20260522,1715.23,2.71,行业板块,3.98,100438259750.0
BK1316.DC,光伏辅材,20260522,3026.79,2.71,行业板块,3.47,7248214720.0
BK1402.DC,楼宇设备,20260522,2642.38,2.71,行业板块,2.08,2027352441.0
BK0547.DC,黄金概念,20260522,20364.97,2.7,概念板块,2.16,51730632048.0
BK1082.DC,噪声防治,20260522,2033.19,2.7,概念板块,4.88,2731201205.0
BK1108.DC,科创板做市股,20260522,1419.22,2.7,概念板块,2.15,55662882637.0
BK1322.DC,其他电源设备Ⅲ,20260522,10759.46,2.69,行业板块,2.88,16813555370.0
BK1350.DC,其他纺织,20260522,2303.72,2.69,行业板块,4.25,3589228324.0
BK0710.DC,量子科技,20260522,3938.67,2.68,概念板块,1.67,99471327337.0
BK1421.DC,钛白粉,20260522,1950.6,2.67,行业板块,1.76,1010453575.0
BK1443.DC,橡胶助剂,20260522,4526.84,2.67,行业板块,3.32,1378902953.0
BK0538.DC,化学制品,20260522,35309.29,2.65,行业板块,3.23,55747611869.0
BK1094.DC,钙钛矿电池,20260522,1241.42,2.65,概念板块,8.63,52998804504.0
BK0909.DC,降解塑料,20260522,2132.78,2.64,概念板块,2.03,18977465115.0
BK1400.DC,制冷空调设备,20260522,4888.66,2.64,行业板块,4.07,11123262118.0
BK1002.DC,激光雷达,20260522,3102.14,2.63,概念板块,5.57,70839656446.0
BK1206.DC,基础化工,20260522,4002.15,2.63,行业板块,2.67,139145053371.0
BK0860.DC,边缘计算,20260522,2469.09,2.62,概念板块,2.65,109738591420.0
BK1038.DC,光学光电子,20260522,2376.29,2.62,行业板块,9.75,114906212548.0
BK0946.DC,EDA概念,20260522,1675.44,2.61,概念板块,2.49,11492958932.0
BK0617.DC,石墨烯,20260522,3063.42,2.6,概念板块,3.09,46460300298.0
BK1499.DC,医美服务,20260522,670.67,2.59,行业板块,1.17,38191529.0
BK1354.DC,鞋帽及其他,20260522,795.48,2.58,行业板块,3.85,1885699142.0
BK0545.DC,通用设备,20260522,56739.09,2.57,行业板块,4.62,113494315367.0
BK0918.DC,特高压,20260522,3254.22,2.57,概念板块,2.68,77744620701.0
BK1632.DC,昨日高换手,20260522,801.43,2.56,概念板块,16.35,217994626297.0
BK1005.DC,专精特新,20260522,1894.02,2.55,概念板块,4.46,604906731008.0
BK1633.DC,昨日高振幅,20260522,1035.15,2.55,概念板块,4.82,1202868235886.0
BK1418.DC,氯碱,20260522,2226.67,2.54,行业板块,1.78,3610502331.0
BK0644.DC,特斯拉概念,20260522,7947.88,2.53,概念板块,3.78,282081637302.0
BK0975.DC,磁悬浮概念,20260522,2454.44,2.53,概念板块,1.31,16504990345.0
BK1171.DC,碳纤维,20260522,1959.84,2.53,概念板块,3.34,27374010772.0
BK1637.DC,东方财富热股,20260522,1909.99,2.53,概念板块,9.62,480146005552.0
BK0958.DC,虚拟电厂,20260522,2577.08,2.52,概念板块,2.35,34470183412.0
BK1651.DC,显示技术,20260522,1066.92,2.52,概念板块,11.05,73399067443.0
BK1156.DC,PEEK材料概念,20260522,2079.21,2.49,概念板块,4.43,34693907442.0
BK1318.DC,光伏主材,20260522,13326.61,2.48,行业板块,1.32,2409079147.0
BK1593.DC,通信终端及配件,20260522,4467.77,2.48,行业板块,3.45,18045139988.0
BK1589.DC,通信应用增值服务,20260522,5869.09,2.47,行业板块,4.37,14618025636.0
BK0900.DC,新能源车,20260522,2838.93,2.46,概念板块,3.32,569615279663.0
BK0854.DC,华为概念,20260522,4827.52,2.45,概念板块,4.29,759939117182.0
BK0742.DC,创业板综,20260522,2189.09,2.44,概念板块,4.15,787396763234.0
BK1004.DC,工业母机,20260522,2558.85,2.44,概念板块,3.38,80710622096.0
BK1006.DC,碳基材料,20260522,1318.23,2.43,概念板块,3.81,9076648509.0
BK1198.DC,2025三季报预增,20260522,1130.36,2.43,概念板块,2.39,84937597971.0
BK1034.DC,其他电源设备Ⅱ,20260522,3557.29,2.42,行业板块,2.35,21497448201.0
BK1215.DC,通信,20260522,8828.86,2.42,行业板块,2.24,208932213172.0
BK1425.DC,胶黏剂及胶带,20260522,3377.52,2.42,行业板块,5.85,1246870448.0
BK1234.DC,环保设备Ⅱ,20260522,4160.46,2.41,行业板块,4.76,8756045830.0
BK1236.DC,轨交设备Ⅱ,20260522,1916.76,2.41,行业板块,0.95,5982009600.0
BK1387.DC,环保设备Ⅲ,20260522,4160.46,2.41,行业板块,4.76,8756045830.0
BK1394.DC,轨交设备Ⅲ,20260522,1916.76,2.41,行业板块,0.95,5982009600.0
BK1667.DC,小盘成长,20260522,1131.19,2.41,概念板块,3.81,328176747996.0
BK0535.DC,QFII重仓,20260522,26598.82,2.4,概念板块,3.82,281358743278.0
BK1052.DC,动力电池回收,20260522,1086.14,2.39,概念板块,2.66,49165360861.0
BK1134.DC,算力概念,20260522,2235.02,2.38,概念板块,2.85,297930181660.0
BK0994.DC,空间站概念,20260522,2707.48,2.37,概念板块,2.99,11463601362.0
BK1208.DC,建筑材料,20260522,4051.96,2.37,行业板块,2.84,33166328935.0
BK0581.DC,智能电网,20260522,2495.32,2.35,概念板块,3.31,101787652605.0
BK1158.DC,微盘股,20260522,3904.33,2.35,概念板块,2.88,24428998286.0
BK1233.DC,军工电子Ⅱ,20260522,7848.99,2.34,行业板块,3.27,33952626566.0
BK1386.DC,军工电子Ⅲ,20260522,7848.99,2.34,行业板块,3.27,33952626566.0
BK0512.DC,化工原料,20260522,30565.35,2.33,概念板块,2.61,41752161742.0
BK0859.DC,超清视频,20260522,2422.89,2.33,概念板块,6.04,140688322459.0
BK0908.DC,HJT电池,20260522,3440.68,2.33,概念板块,3.44,28422832402.0
BK1184.DC,人形机器人,20260522,2045.41,2.33,概念板块,3.86,245218187859.0
BK1200.DC,电力设备,20260522,7639.76,2.33,行业板块,3.37,272274664532.0
BK0935.DC,中芯概念,20260522,2563.57,2.31,概念板块,5.22,185952066058.0
BK1011.DC,环氧丙烷,20260522,759.57,2.31,概念板块,2.38,12163983098.0
BK1401.DC,纺织服装设备,20260522,4003.4,2.31,行业板块,3.4,2801202830.0
BK0921.DC,卫星互联网,20260522,2356.28,2.3,概念板块,2.15,99904676881.0
BK0922.DC,数据中心,20260522,2428.44,2.3,概念板块,2.53,256128476685.0
BK1205.DC,机械设备,20260522,5319.9,2.3,行业板块,2.88,267594517988.0
BK1031.DC,光伏设备,20260522,1583.9,2.29,行业板块,3.27,63166152748.0
BK1092.DC,麒麟电池,20260522,2430.32,2.29,概念板块,2.02,17133304413.0
BK1142.DC,裸眼3D,20260522,1419.17,2.29,概念板块,13.04,39605419946.0
BK0699.DC,全息技术,20260522,3322.82,2.28,概念板块,3.71,17696948558.0
BK0490.DC,军工,20260522,92180.04,2.27,概念板块,3.16,233495254829.0
BK1312.DC,线缆部件及其他,20260522,4486.36,2.26,行业板块,3.83,16945209811.0
BK0910.DC,专用设备,20260522,3880.33,2.25,行业板块,2.46,59035464401.0
BK1423.DC,纺织化学制品,20260522,1630.15,2.25,行业板块,2.95,2693375591.0
BK1647.DC,电网概念,20260522,982.85,2.25,概念板块,3.4,134561149367.0
BK0153.DC,广东板块,20260522,49015.06,2.24,地域板块,2.82,603795450923.0
BK0989.DC,储能概念,20260522,2704.6,2.24,概念板块,2.52,334045863472.0
BK1163.DC,可控核聚变,20260522,2645.25,2.24,概念板块,1.88,73820870882.0
BK1181.DC,并购重组概念,20260522,1430.37,2.24,概念板块,2.32,56074616021.0
BK0704.DC,无人机,20260522,2979.82,2.23,概念板块,3.49,126847074637.0
BK0700.DC,充电桩,20260522,3584.82,2.22,概念板块,3.42,196092963593.0
BK0722.DC,虚拟现实,20260522,1443.03,2.22,概念板块,5.98,197816720396.0
BK0983.DC,核污染防治,20260522,1994.58,2.22,概念板块,1.59,14803685549.0
BK1089.DC,汽车热管理,20260522,2420.73,2.22,概念板块,3.87,54216880511.0
BK1150.DC,新型工业化,20260522,1718.31,2.22,概念板块,2.74,67471829841.0
BK0881.DC,3D玻璃,20260522,1879.47,2.21,概念板块,6.83,37271192244.0
BK1237.DC,自动化设备,20260522,12731.0,2.21,行业板块,5.02,79615148734.0
BK1677.DC,2025年报预增,20260522,1016.41,2.21,概念板块,2.74,609541795242.0
BK0156.DC,河南板块,20260522,23185.58,2.2,地域板块,2.62,63750504768.0
BK0732.DC,贵金属,20260522,2436.1,2.2,行业板块,2.05,11566183792.0
BK0160.DC,江西板块,20260522,44820.19,2.19,地域板块,2.89,40243501425.0
BK0588.DC,光伏概念,20260522,4658.48,2.19,概念板块,2.97,309244117429.0
BK1131.DC,同步磁阻电机,20260522,2602.7,2.19,概念板块,3.95,4707622971.0
BK0471.DC,化学纤维,20260522,19231.37,2.18,行业板块,2.49,5752650938.0
BK1010.DC,磷化工,20260522,1062.01,2.18,概念板块,1.78,25441419178.0
BK1097.DC,TOPCon电池,20260522,1122.63,2.18,概念板块,3.54,35746313776.0
BK1445.DC,安防设备,20260522,5871.32,2.18,行业板块,1.52,6820234564.0
BK0149.DC,安徽板块,20260522,31266.64,2.17,地域板块,3.23,96480374763.0
BK0815.DC,昨日涨停,20260522,80704.1,2.16,概念板块,10.14,40729703119.0
BK1306.DC,蓄电池及其他电池,20260522,2760.11,2.15,行业板块,4.36,4759747368.0
BK0880.DC,UWB概念,20260522,2086.53,2.14,概念板块,13.33,49760423142.0
BK1309.DC,电网自动化设备,20260522,8285.0,2.14,行业板块,2.34,11992416621.0
BK1644.DC,微盘精选,20260522,981.69,2.14,概念板块,2.4,2694290715.0
BK0554.DC,物联网,20260522,18836.0,2.13,概念板块,4.84,390965674906.0
BK0970.DC,生物识别,20260522,1919.64,2.13,概念板块,3.35,52843386729.0
BK1681.DC,2026一季报预减,20260522,1044.47,2.13,概念板块,3.56,7379007312.0
BK1335.DC,面板,20260522,3588.64,2.12,行业板块,10.37,59821469107.0
BK1090.DC,机器人概念,20260522,2321.9,2.11,概念板块,3.04,508336845276.0
BK1638.DC,最近多板,20260522,1707.24,2.11,概念板块,12.19,197695323781.0
BK0158.DC,湖南板块,20260522,28557.14,2.1,地域板块,2.41,65439165117.0
BK0808.DC,军民融合,20260522,2258.12,2.1,概念板块,3.09,118038909208.0
BK0988.DC,钠离子电池,20260522,2085.08,2.1,概念板块,2.81,74560512455.0
BK0159.DC,江苏板块,20260522,37617.84,2.08,地域板块,3.05,423014112756.0
BK1435.DC,磷肥及磷化工,20260522,3379.37,2.08,行业板块,2.04,4664466528.0
BK1566.DC,检测服务,20260522,8712.59,2.08,行业板块,2.62,4400062458.0
BK1604.DC,医疗耗材,20260522,4606.96,2.08,行业板块,2.07,8597218608.0
BK1076.DC,建筑节能,20260522,1264.36,2.07,概念板块,6.49,17691175202.0
BK1391.DC,综合环境治理,20260522,2016.15,2.07,行业板块,3.22,2224162568.0
BK0457.DC,电网设备,20260522,44519.09,2.05,行业板块,3.08,57729335086.0
BK1019.DC,化学原料,20260522,1095.78,2.05,行业板块,1.84,19130634850.0
BK1064.DC,东数西算,20260522,2161.7,2.04,概念板块,3.79,76898127770.0
BK0601.DC,海工装备,20260522,2567.12,2.03,概念板块,2.2,64728441002.0
BK1468.DC,其他建材Ⅲ,20260522,5173.25,2.03,行业板块,2.59,2564282512.0
BK0885.DC,VPN,20260522,1313.64,2.02,概念板块,3.66,13424915623.0
BK0995.DC,华为昇腾,20260522,1762.51,2.02,概念板块,3.74,27777937932.0
BK1665.DC,大盘成长,20260522,1147.61,2.02,概念板块,1.81,461474615640.0
BK1396.DC,金属制品,20260522,6581.06,2.01,行业板块,5.68,41981037575.0
BK0984.DC,华为汽车,20260522,2638.79,2.0,概念板块,2.85,76675726845.0
BK0549.DC,深圳特区,20260522,43505.65,1.99,概念板块,2.29,263568283655.0
BK1015.DC,能源金属,20260522,1112.76,1.99,行业板块,4.1,18476995844.0
BK1315.DC,光伏电池组件,20260522,3114.21,1.99,行业板块,3.22,12776594630.0
BK0494.DC,节能环保,20260522,16620.35,1.98,概念板块,2.38,168726558139.0
BK0814.DC,大飞机,20260522,2063.67,1.98,概念板块,2.46,57486446091.0
BK1069.DC,智慧灯杆,20260522,1873.16,1.98,概念板块,4.23,9135115858.0
BK1093.DC,汽车一体化压铸,20260522,1483.35,1.98,概念板块,2.81,12739858000.0
BK0802.DC,无人驾驶,20260522,2402.11,1.97,概念板块,2.6,217007246700.0
BK1095.DC,钒电池,20260522,1450.44,1.97,概念板块,2.02,12799510895.0
BK1132.DC,MLOps概念,20260522,1197.23,1.97,概念板块,4.14,6738621781.0
BK1617.DC,黄金,20260522,6218.63,1.96,行业板块,1.59,7665673266.0
BK1299.DC,影视动漫制作,20260522,4026.49,1.94,行业板块,3.58,4932863332.0
BK1420.DC,其他化学原料,20260522,3431.25,1.94,行业板块,1.79,4494066644.0
BK0875.DC,ETC,20260522,1972.88,1.93,概念板块,3.7,19620853975.0
BK1547.DC,跨境电商,20260522,2727.01,1.91,行业板块,4.66,1428242424.0
BK0943.DC,汽车拆解,20260522,1433.82,1.9,概念板块,1.57,5390022204.0
BK1403.DC,能源及重型设备,20260522,2483.06,1.9,行业板块,1.39,12068996540.0
BK0655.DC,网络安全,20260522,5025.29,1.89,概念板块,2.13,90887670339.0
BK1102.DC,空气能热泵,20260522,1838.63,1.89,概念板块,2.24,31157727343.0
BK1426.DC,聚氨酯,20260522,3887.59,1.88,行业板块,2.38,2873390610.0
BK1436.DC,农药,20260522,3129.75,1.87,行业板块,1.82,3976888858.0
BK0484.DC,贸易Ⅱ,20260522,10851.56,1.86,行业板块,1.71,2413546157.0
BK0735.DC,计算机设备,20260522,1846.87,1.86,行业板块,2.99,48168614422.0
BK1320.DC,逆变器,20260522,23850.83,1.86,行业板块,4.75,23292305135.0
BK1438.DC,合成树脂,20260522,9549.07,1.86,行业板块,5.71,7024556967.0
